index,date,year,manner_of_death,armed,age,gender,race,city,state,state_ID,signs_of_mental_illness,threat_level,flee,flee_encoded,body_camera
2293,2017-05-02,2017,1,1,48,1,1,Irving,TX,43,False,attack,Not fleeing,0,False
2295,2017-05-03,2017,0,1,24,1,5,San Jose,CA,4,True,attack,Not fleeing,0,False
2296,2017-05-03,2017,0,1,18,1,1,Grand Rapids,MI,22,False,attack,Not fleeing,0,True
2297,2017-05-03,2017,0,1,67,1,5,Peachtree City,GA,10,True,attack,Not fleeing,0,False
2298,2017-05-03,2017,0,1,26,1,5,San Francisco,CA,4,False,attack,Not fleeing,0,True
2299,2017-05-04,2017,0,1,54,0,2,Katy,TX,43,True,other,Not fleeing,0,False
2300,2017-05-06,2017,0,1,15,1,5,San Diego,CA,4,True,attack,Not fleeing,0,True
2301,2017-05-07,2017,0,1,27,1,1,Phenix City,AL,1,False,undetermined,Other,1,True
2302,2017-05-07,2017,0,1,26,1,2,Buffalo,NY,34,False,attack,Foot,1,False
2303,2017-05-07,2017,0,1,62,1,5,Las Vegas,NV,33,True,other,Not fleeing,0,False
2304,2017-05-07,2017,0,1,24,1,1,Austin,TX,43,False,attack,Foot,1,False
2305,2017-05-08,2017,0,1,32,1,1,Rancho Cordova,CA,4,True,attack,Foot,1,False
2306,2017-05-08,2017,0,1,29,1,5,Los Angeles,CA,4,False,attack,Not fleeing,0,False
2307,2017-05-09,2017,0,0,16,1,2,Bridgeport,CT,6,False,undetermined,Car,1,False
2308,2017-05-09,2017,0,1,25,1,1,Jacksonville,FL,9,True,attack,Not fleeing,0,False
2309,2017-05-09,2017,0,1,40,1,5,Westminster,CO,5,False,attack,Not fleeing,0,False
2310,2017-05-09,2017,0,0,39,1,5,Lexington,SC,40,False,other,Foot,1,False
2311,2017-05-09,2017,0,1,34,1,5,Tiffin,OH,35,False,attack,Not fleeing,0,False
2312,2017-05-09,2017,0,1,36,1,5,Brighton Township,MI,22,True,attack,Not fleeing,0,False
2313,2017-05-10,2017,0,1,24,1,1,Portland,OR,37,True,other,Foot,1,False
2314,2017-05-10,2017,0,1,50,0,1,St. Louis,MO,24,False,attack,Not fleeing,0,False
2315,2017-05-10,2017,1,0,50,1,5,Barona Indian Reservation,CA,4,False,other,Car,1,False
2316,2017-05-11,2017,0,1,37,1,2,Arlington,TX,43,False,attack,Not fleeing,0,False
2317,2017-05-12,2017,0,1,30,1,5,Billings,MT,26,True,attack,Not fleeing,0,False
2318,2017-05-12,2017,0,0,35,1,5,Baldwin County,AL,1,False,other,Not fleeing,0,False
2319,2017-05-12,2017,0,1,46,1,5,Jupiter,FL,9,False,attack,Car,1,False
2320,2017-05-12,2017,1,1,51,1,1,Philadelphia,PA,38,False,other,Not fleeing,0,False
2321,2017-05-13,2017,0,1,37,1,5,West Allis,WI,48,False,attack,Foot,1,False
2322,2017-05-13,2017,0,1,41,1,1,Columbia,MO,24,False,attack,Not fleeing,0,False
2323,2017-05-14,2017,0,1,41,1,2,Kingman,AZ,3,False,attack,Car,1,False
2324,2017-05-14,2017,0,1,48,1,5,Pulaski,VA,45,True,attack,Not fleeing,0,False
2325,2017-05-15,2017,0,1,27,0,1,Phoenix,AZ,3,False,other,Not fleeing,0,False
2326,2017-05-15,2017,0,1,29,1,1,Richmond,VA,45,False,other,Not fleeing,0,False
2327,2017-05-15,2017,0,1,47,1,5,Johnson City,TN,42,True,attack,Other,1,False
2329,2017-05-15,2017,0,1,34,1,2,Del Mar,CA,4,True,attack,Foot,1,False
2330,2017-05-15,2017,0,1,48,1,5,Wewoka,OK,36,False,attack,Not fleeing,0,False
2331,2017-05-16,2017,0,1,41,0,5,Washington,DC,7,False,attack,Not fleeing,0,False
2332,2017-05-16,2017,0,1,25,1,1,Tempe,AZ,3,False,other,Not fleeing,0,False
2333,2017-05-16,2017,0,1,24,1,2,Tustin,CA,4,True,attack,Not fleeing,0,False
2334,2017-05-16,2017,0,1,38,1,5,Three Forks,MT,26,False,attack,Car,1,False
2335,2017-05-17,2017,0,0,28,1,5,Arlington,VA,45,False,attack,Car,1,False
2336,2017-05-20,2017,0,1,47,1,5,Lower Mount Bethel,PA,38,True,other,Not fleeing,0,False
2337,2017-05-20,2017,0,1,65,1,5,Belgrade,ME,21,False,attack,Not fleeing,0,False
2338,2017-05-20,2017,0,1,58,1,5,Pleasanton,CA,4,True,attack,Not fleeing,0,True
2339,2017-05-21,2017,0,1,33,1,1,Appleton,WI,48,False,attack,Not fleeing,0,False
2340,2017-05-21,2017,0,1,43,1,5,Allentown,PA,38,False,attack,Car,1,False
2341,2017-05-21,2017,0,0,24,1,1,Converse,LA,18,False,attack,Not fleeing,0,False
2342,2017-05-21,2017,0,0,37,1,2,Orlando,FL,9,False,attack,Not fleeing,0,False
2343,2017-05-22,2017,0,1,31,1,5,Mountain Home,ID,13,False,attack,Not fleeing,0,False
2344,2017-05-23,2017,0,1,65,1,5,Pahrump,NV,33,False,attack,Not fleeing,0,False
2345,2017-05-23,2017,0,1,59,1,5,San Francisco,CA,4,False,other,Not fleeing,0,False
2346,2017-05-23,2017,0,1,74,1,5,Knoxville,TN,42,False,attack,Not fleeing,0,False
2347,2017-05-23,2017,1,1,21,1,2,Glendale,AZ,3,False,attack,Other,1,False
2348,2017-05-24,2017,0,0,24,1,5,Canton,OH,35,True,attack,Not fleeing,0,True
2349,2017-05-24,2017,0,1,37,1,2,Los Angeles,CA,4,False,attack,Not fleeing,0,False
2350,2017-05-25,2017,0,1,23,1,5,Fairbanks,AK,0,False,attack,Car,1,False
2351,2017-05-26,2017,0,0,59,1,2,San Rafael,NM,32,False,undetermined,Not fleeing,0,False
2352,2017-05-26,2017,0,1,33,1,5,St. Louis,MO,24,True,attack,Not fleeing,0,False
2353,2017-05-26,2017,0,1,34,1,5,Tucson,AZ,3,True,attack,Not fleeing,0,False
2354,2017-05-27,2017,0,0,30,1,5,Oneida,TN,42,False,other,Car,1,False
2357,2017-05-28,2017,0,1,22,1,1,Cary,NC,27,False,attack,Not fleeing,0,False
2359,2017-05-29,2017,0,1,37,1,5,Arundel,ME,21,False,other,Not fleeing,0,False
2360,2017-05-29,2017,0,0,20,1,2,Vacaville,CA,4,False,attack,Car,1,True
2362,2017-05-30,2017,0,1,18,1,2,Salt Lake City,UT,44,False,attack,Car,1,False
2363,2017-05-31,2017,0,0,24,1,5,Hesperia,CA,4,False,attack,Not fleeing,0,False
2364,2017-05-31,2017,0,1,17,1,5,Centennial,CO,5,False,other,Other,1,False
2365,2017-06-01,2017,0,1,27,1,2,Las Vegas,NV,33,True,attack,Not fleeing,0,False
2366,2017-06-02,2017,0,0,51,1,5,Yulee,FL,9,False,attack,Car,1,False
2367,2017-06-02,2017,0,1,29,1,1,Abbeville,AL,1,False,attack,Not fleeing,0,False
2368,2017-06-02,2017,0,0,34,1,1,Petal,MS,25,False,attack,Not fleeing,0,False
2369,2017-06-02,2017,0,1,18,1,0,Tulsa,OK,36,False,attack,Foot,1,False
2370,2017-06-02,2017,0,1,17,1,1,Chicago,IL,14,False,attack,Not fleeing,0,False
2371,2017-06-02,2017,0,1,55,1,2,Laredo,TX,43,False,attack,Not fleeing,0,False
2372,2017-06-03,2017,0,1,44,1,5,Avondale,AZ,3,False,attack,Not fleeing,0,False
2373,2017-06-04,2017,0,1,27,1,5,Callahan,FL,9,False,attack,Not fleeing,0,False
2374,2017-06-04,2017,0,1,66,1,5,Campo,CA,4,True,attack,Not fleeing,0,False
2375,2017-06-05,2017,0,1,45,1,5,Bardstown,KY,17,False,attack,Car,1,False
2376,2017-06-05,2017,0,1,47,1,1,Miami,FL,9,False,other,Not fleeing,0,False
2377,2017-06-05,2017,0,1,34,1,5,Lakes Wales,FL,9,False,attack,Other,1,False
2378,2017-06-05,2017,0,1,37,1,1,Gonzales County,TX,43,False,other,Not fleeing,0,False
2379,2017-06-06,2017,0,1,54,1,5,Orrington,ME,21,False,attack,Not fleeing,0,False
2381,2017-06-07,2017,0,1,21,1,2,Fresno,CA,4,False,attack,Not fleeing,0,True
2382,2017-06-07,2017,0,1,21,1,5,St. Louis,MO,24,False,attack,Not fleeing,0,False
2383,2017-06-07,2017,0,1,35,1,5,Dundalk,MD,20,False,attack,Not fleeing,0,True
2384,2017-06-07,2017,0,1,75,1,5,Hudson,NC,27,True,attack,Not fleeing,0,False
2385,2017-06-08,2017,0,1,33,0,5,Long Beach,CA,4,False,attack,Not fleeing,0,False
2386,2017-06-08,2017,0,1,45,1,2,Bakersfield,CA,4,False,attack,Not fleeing,0,False
2387,2017-06-08,2017,0,1,48,1,5,Loveland,CO,5,False,attack,Not fleeing,0,False
2388,2017-06-08,2017,0,1,58,1,5,Roland,OK,36,True,attack,Not fleeing,0,False
2389,2017-06-08,2017,1,0,30,1,1,Philadelphia,PA,38,False,other,Foot,1,False
2390,2017-06-09,2017,0,1,44,1,2,Lyons,IL,14,False,attack,Car,1,False
2391,2017-06-09,2017,0,1,82,1,5,Miami,FL,9,True,attack,Not fleeing,0,False
2392,2017-06-09,2017,1,1,29,1,1,Tulsa,OK,36,True,other,Not fleeing,0,False
2393,2017-06-10,2017,0,1,25,1,4,Auburn,WA,47,False,other,Car,1,False
2394,2017-06-10,2017,0,1,53,1,5,North English,IA,12,False,other,Not fleeing,0,False
2395,2017-06-10,2017,0,1,60,1,5,Abilene,TX,43,True,other,Not fleeing,0,False
2396,2017-06-11,2017,0,0,19,1,1,Milwaukee,WI,48,False,other,Car,1,False
2397,2017-06-12,2017,0,1,63,1,2,Plano,TX,43,False,attack,Not fleeing,0,False
2398,2017-06-12,2017,0,1,50,1,5,Trosper,KY,17,False,attack,Not fleeing,0,False
2399,2017-06-12,2017,0,1,35,1,5,Cade,LA,18,False,other,Not fleeing,0,False
2400,2017-06-12,2017,1,1,45,1,2,Selma,CA,4,False,other,Not fleeing,0,False
2401,2017-06-13,2017,0,1,24,1,5,Jerseyville,IL,14,False,attack,Foot,1,False
2402,2017-06-13,2017,0,1,36,1,5,Hampton,NH,30,False,other,Not fleeing,0,False
2403,2017-06-13,2017,0,1,35,1,1,Baton Rouge,LA,18,False,other,Not fleeing,0,False
2404,2017-06-13,2017,0,1,33,1,1,St Louis,MO,24,False,attack,Not fleeing,0,False
2405,2017-06-14,2017,0,1,66,1,5,Alexandria,VA,45,False,attack,Not fleeing,0,False
2406,2017-06-14,2017,0,1,54,1,5,Somerville,TN,42,True,other,Not fleeing,0,False
2407,2017-06-14,2017,1,1,20,1,0,Burien,WA,47,False,attack,Not fleeing,0,False
2408,2017-06-15,2017,0,1,40,1,5,Newton,NH,30,False,undetermined,Car,1,False
2409,2017-06-16,2017,0,1,41,1,5,Water Valley,MS,25,False,attack,Car,1,False
2410,2017-06-16,2017,0,1,30,1,2,Rialto,CA,4,False,other,Not fleeing,0,True
2411,2017-06-16,2017,0,1,32,1,2,Madera,CA,4,True,other,Not fleeing,0,False
2412,2017-06-16,2017,0,0,24,0,5,Water Valley,MS,25,False,other,Car,1,False
2413,2017-06-16,2017,0,1,37,1,5,Antioch,CA,4,False,other,Foot,1,False
2414,2017-06-17,2017,0,1,28,0,2,Montebello,CA,4,False,other,Not fleeing,0,False
2415,2017-06-17,2017,0,1,48,1,5,Rapid City,SD,41,False,attack,Not fleeing,0,False
2416,2017-06-18,2017,0,1,30,0,1,Seattle,WA,47,True,other,Not fleeing,0,False
2417,2017-06-18,2017,0,1,64,1,5,Waukesha,WI,48,True,other,Not fleeing,0,False
2418,2017-06-19,2017,0,1,21,1,3,Fairbanks,AK,0,True,attack,Foot,1,False
2419,2017-06-19,2017,0,1,28,1,5,Dallas,TX,43,False,other,Not fleeing,0,False
2420,2017-06-20,2017,0,1,36,1,2,South Gate,CA,4,False,attack,Other,1,False
2421,2017-06-20,2017,0,1,40,1,5,Franklin,TN,42,False,attack,Car,1,False
2422,2017-06-20,2017,0,1,32,1,5,St. Clair Township,OH,35,True,attack,Other,1,False
2423,2017-06-20,2017,0,1,50,1,5,Lehigh,KS,16,True,other,Not fleeing,0,False
2424,2017-06-20,2017,1,1,28,1,2,Las Vegas,NV,33,False,other,Not fleeing,0,True
2425,2017-06-21,2017,0,1,33,1,5,Nevada,MO,24,False,undetermined,Car,1,False
2426,2017-06-21,2017,0,1,37,1,2,Millerton,OK,36,False,other,Not fleeing,0,False
2427,2017-06-22,2017,0,0,17,1,2,Palmdale,CA,4,False,other,Not fleeing,0,False
2428,2017-06-23,2017,0,1,20,1,2,Hollywood Hills,CA,4,False,attack,Not fleeing,0,False
2429,2017-06-23,2017,0,0,34,1,2,Phoenix,AZ,3,False,attack,Car,1,False
2430,2017-06-24,2017,0,1,37,1,5,Florence,OR,37,True,attack,Car,1,False
2431,2017-06-24,2017,0,0,24,1,5,Deer Park,AL,1,False,other,Not fleeing,0,False
2432,2017-06-24,2017,0,1,47,1,5,Tulsa,OK,36,False,attack,Foot,1,False
2433,2017-06-24,2017,0,0,20,1,1,Kent,WA,47,False,other,Car,1,False
2434,2017-06-25,2017,0,1,56,1,1,North Charleston,SC,40,False,undetermined,Foot,1,False
2435,2017-06-25,2017,0,1,24,1,1,Oklahoma City,OK,36,False,attack,Not fleeing,0,True
2436,2017-06-25,2017,0,1,47,1,5,Phoenix,AZ,3,False,attack,Not fleeing,0,False
2438,2017-06-26,2017,0,1,36,1,2,Rowe,NM,32,True,attack,Not fleeing,0,False
2439,2017-06-27,2017,1,1,35,1,2,Amarillo,TX,43,False,attack,Foot,1,False
2441,2017-06-28,2017,0,1,37,1,1,Nashville,TN,42,False,attack,Not fleeing,0,False
2442,2017-06-29,2017,0,0,45,1,1,Indianapolis,IN,15,False,other,Car,1,False
2443,2017-06-29,2017,0,1,41,1,2,Burbank,CA,4,False,attack,Not fleeing,0,False
2444,2017-06-29,2017,0,0,23,1,1,Marietta,GA,10,False,other,Not fleeing,0,False
2445,2017-06-29,2017,0,1,37,1,2,Deltona,FL,9,False,other,Not fleeing,0,False
2447,2017-06-30,2017,0,0,23,1,5,Loveland,CO,5,False,attack,Foot,1,False
2448,2017-06-30,2017,0,1,33,1,2,Westminster,CO,5,False,other,Foot,1,False
2449,2017-07-01,2017,0,1,23,1,2,Glendale,AZ,3,False,other,Not fleeing,0,True
2450,2017-07-01,2017,0,1,37,1,1,Lawndale,IL,14,False,other,Not fleeing,0,True
2451,2017-07-01,2017,0,1,19,1,0,Fort Collins,CO,5,True,other,Not fleeing,0,True
2452,2017-07-02,2017,0,1,39,1,5,Norfolk,VA,45,True,attack,Not fleeing,0,False
2453,2017-07-03,2017,0,1,53,1,5,Spokane,WA,47,False,other,Not fleeing,0,True
2454,2017-07-03,2017,0,1,51,1,5,Fishers,IN,15,True,attack,Not fleeing,0,False
2455,2017-07-03,2017,0,1,25,1,5,Hillsboro,OR,37,False,attack,Foot,1,False
2456,2017-07-03,2017,0,1,45,1,5,Bonaire,GA,10,False,undetermined,Not fleeing,0,False
2458,2017-07-04,2017,0,1,28,1,2,Albuquerque,NM,32,False,undetermined,Other,1,False
2459,2017-07-04,2017,0,1,36,1,1,Vandalia,OH,35,False,attack,Not fleeing,0,False
2460,2017-07-04,2017,0,0,32,1,2,Centerville,UT,44,True,undetermined,Car,1,False
2461,2017-07-04,2017,0,1,39,1,5,Belleville,IL,14,True,attack,Not fleeing,0,False
2462,2017-07-04,2017,0,1,46,1,5,Richland,WA,47,False,other,Not fleeing,0,False
2463,2017-07-04,2017,0,1,53,1,3,Pleasant View,CO,5,False,attack,Not fleeing,0,False
2464,2017-07-04,2017,0,1,42,1,1,Antioch,CA,4,False,other,Car,1,False
2465,2017-07-05,2017,0,1,34,1,1,New York,NY,34,False,attack,Foot,1,False
2466,2017-07-05,2017,0,1,29,0,5,Des Moines,IA,12,False,attack,Foot,1,True
2467,2017-07-05,2017,0,1,53,1,5,Maeystown,IL,14,False,other,Not fleeing,0,False
2468,2017-07-05,2017,0,1,45,1,5,Sallisaw,OK,36,False,attack,Not fleeing,0,False
2469,2017-07-05,2017,0,0,24,1,2,Vista,CA,4,False,undetermined,Foot,1,False
2470,2017-07-05,2017,0,1,51,1,5,Madison,ME,21,False,attack,Not fleeing,0,False
2471,2017-07-06,2017,0,1,35,1,2,Plant City,FL,9,False,other,Car,1,False
2472,2017-07-06,2017,0,0,27,1,1,Mamou,LA,18,False,other,Not fleeing,0,False
2473,2017-07-07,2017,0,0,33,1,1,Marietta,GA,10,True,attack,Not fleeing,0,False
2474,2017-07-07,2017,0,1,16,1,5,Huntsville,AL,1,False,attack,Car,1,False
2475,2017-07-07,2017,0,1,30,1,1,Columbus,OH,35,False,undetermined,Not fleeing,0,True
2476,2017-07-08,2017,0,1,22,1,0,Lacey,WA,47,True,other,Not fleeing,0,False
2477,2017-07-08,2017,0,1,23,1,1,Crescent City,FL,9,True,other,Not fleeing,0,False
2478,2017-07-08,2017,0,1,50,0,5,Newton Grove,NC,27,False,attack,Not fleeing,0,False
2479,2017-07-09,2017,0,1,28,1,5,Uniontown,OH,35,False,attack,Not fleeing,0,False
2480,2017-07-09,2017,0,1,34,1,5,Bainbridge Island,WA,47,False,attack,Not fleeing,0,False
2481,2017-07-09,2017,0,1,24,1,2,Chicago,IL,14,False,attack,Foot,1,False
2482,2017-07-09,2017,0,1,54,1,1,Akron,OH,35,False,attack,Not fleeing,0,False
2483,2017-07-10,2017,0,0,26,1,5,Mt Airy,MD,20,False,attack,Not fleeing,0,False
2484,2017-07-10,2017,0,1,39,1,5,North Branch,MN,23,False,attack,Car,1,False
2485,2017-07-11,2017,0,1,34,1,5,Milwaukee,WI,48,True,other,Car,1,False
2486,2017-07-11,2017,0,1,27,1,5,Las Vegas,NV,33,True,undetermined,Not fleeing,0,True
2487,2017-07-11,2017,0,1,48,1,5,Poplar Bluff,MO,24,False,other,Not fleeing,0,False
2488,2017-07-11,2017,0,1,47,1,1,Leavenworth,KS,16,False,undetermined,Not fleeing,0,False
2489,2017-07-11,2017,0,1,54,1,5,Golden Valley,AZ,3,False,attack,Foot,1,False
2490,2017-07-12,2017,0,1,33,1,3,Oklahoma City,OK,36,False,attack,Not fleeing,0,False
2491,2017-07-12,2017,0,1,40,1,5,Lake View,SC,40,True,other,Not fleeing,0,False
2492,2017-07-12,2017,0,1,58,1,5,Grover Beach,CA,4,False,other,Not fleeing,0,False
2493,2017-07-13,2017,0,1,55,1,5,Pima,AZ,3,False,undetermined,Not fleeing,0,False
2494,2017-07-13,2017,0,1,47,1,5,Crystal Springs,FL,9,True,other,Not fleeing,0,False
2495,2017-07-13,2017,0,1,42,1,2,Goodyear,AZ,3,False,attack,Not fleeing,0,False
2496,2017-07-15,2017,0,1,29,1,2,Los Angeles,CA,4,False,undetermined,Foot,1,False
2497,2017-07-15,2017,0,0,40,0,5,Minneapolis,MN,23,False,undetermined,Not fleeing,0,False
2498,2017-07-15,2017,0,1,23,1,1,Moreno Valley,CA,4,True,other,Not fleeing,0,False
2499,2017-07-15,2017,0,1,23,1,5,Arlington,TX,43,False,attack,Foot,1,False
2500,2017-07-17,2017,0,1,25,0,1,Norfolk,VA,45,False,attack,Not fleeing,0,False
2501,2017-07-17,2017,0,1,52,1,2,Las Cruces,NM,32,False,attack,Not fleeing,0,True
2502,2017-07-17,2017,0,1,43,1,5,Culpeper,VA,45,False,attack,Car,1,False
2503,2017-07-17,2017,0,1,37,1,2,San Antonio,TX,43,False,attack,Not fleeing,0,False
